Mat.Typ,Material,Base Unit of Measure,Mat.Desc,Plant,Mat.Grp,Mat.Grp Desc,Sub group,Sub Group Desc,Split Valuation Status,Serial Number Status
ZSPR,4000003615,NO,"BUSHING,420KV,200MVA",4215,M0003,TRANSFORMER ACCS.,EX-M0003-004,400 BUSHING,YES,NO
ZSPR,4000003614,NO,"BUSHING,420KV,1500MVA",3149,M0003,TRANSFORMER ACCS.,EX-M0003-004,400 BUSHING,YES,NO
ZSPR,4000003613,NO,"BUSHING,420KV,1000MVA",4205,M0003,TRANSFORMER ACCS.,EX-M0003-004,400 BUSHING,YES,NO
ZSPR,4000003612,NO,"CT,BUSHING,TRANSFORMER,36KV,63MVA",4234,M0003,TRANSFORMER ACCS.,EX-M0003-003,33 BUSHING,YES,NO
ZSPR,4000003611,NO,"CT,BUSHING,TRANSFORMER,36KV,60MVA",4249,M0003,TRANSFORMER ACCS.,EX-M0003-003,33 BUSHING,YES,NO
ZSPR,4000003610,NO,"CT,BUSHING,TRANSFORMER,36KV,40MVA",4165,M0003,TRANSFORMER ACCS.,EX-M0003-003,33 BUSHING,YES,NO
ZSPR,4000003609,NO,"CT,BUSHING,TRANSFORMER,36KV,20MVA",4105,M0003,TRANSFORMER ACCS.,EX-M0003-003,33 BUSHING,YES,NO
ZSPR,4000003608,NO,"CT,BUSHING,TRANSFORMER,36KV,12.5MVA",2150,M0003,TRANSFORMER ACCS.,EX-M0003-003,33 BUSHING,YES,NO
ZSPR,4000003607,NO,"CT,BUSHING,TRANSFORMER,36KV,100MVA",4147,M0003,TRANSFORMER ACCS.,EX-M0003-003,33 BUSHING,YES,NO
ZSPR,4000003606,NO,"CT,BUSHING,6.6KV",2103,M0003,TRANSFORMER ACCS.,EX-M0003-003,33 BUSHING,YES,NO
ZSPR,4000003605,NO,"CT,BUSHING,11KV",3149,M0003,TRANSFORMER ACCS.,EX-M0003-003,33 BUSHING,YES,NO
ZTEQ,4200000488,NO,"TEST ACCESSORIES KIT,OPTICAL",3243,M0014,COMM. EQUIP. & MAT.,EX-M0014-005,MDL CNTRLR & MIS ITM,YES,NO
ZTEQ,4200001144,NO,"SURGE ARRESTOR,30KV",4217,M0010,LIGHTNING ARRESTER,EX-M0010-003,33 LA & ACCS,YES,NO
ZTEQ,4200003493,NO,"SWITCH,NETWORK,16 PORT,14CU+2FO",4171,M0014,COMM. EQUIP. & MAT.,EX-M0014-005,MDL CNTRLR & MIS ITM,YES,NO
ZSPR,4000003599,NO,"BUSHING,TRANSFORMER,36KV,12.5MVA",4283,M0003,TRANSFORMER ACCS.,EX-M0003-003,33 BUSHING,YES,NO
ZSPR,4000003597,NO,"BUSHING,6.6KV",4195,M0003,TRANSFORMER ACCS.,EX-M0003-003,33 BUSHING,YES,NO
ZSPR,4000003596,NO,"BUSHING,11KV",4203,M0003,TRANSFORMER ACCS.,EX-M0003-003,33 BUSHING,YES,NO
ZSPR,4000003595,NO,"CT,BUSHING,0.4KV",4108,M0003,TRANSFORMER ACCS.,EX-M0003-003,33 BUSHING,YES,NO
ZSPR,4000003594,NO,"BUSHING,TRANSFORMER,5MVA",4273,M0003,TRANSFORMER ACCS.,EX-M0003-003,33 BUSHING,YES,NO
ZSPR,4000003593,NO,"BUSHING,66KV",4121,M0003,TRANSFORMER ACCS.,EX-M0003-003,33 BUSHING,YES,NO
ZSPR,4000003592,NO,"BUSHING,52KV",4159,M0003,TRANSFORMER ACCS.,EX-M0003-003,33 BUSHING,YES,NO
ZCON,4100001193,NO,THREAD,4286,M0037,STATIONARY,,,NO,NO
ZSPR,4000003590,NO,"THIMBLE,BUSHING,245KV",4232,M0003,TRANSFORMER ACCS.,EX-M0003-002,220 BUSHING,YES,NO
ZSPR,4000003589,NO,"CT,BUSHING,TRANSFORMER,60KV,100MVA",4156,M0003,TRANSFORMER ACCS.,EX-M0003-002,220 BUSHING,YES,NO
ZSPR,4000003588,NO,"CT,BUSHING,TRANSFORMER,245KV,500MVA",4197,M0003,TRANSFORMER ACCS.,EX-M0003-002,220 BUSHING,YES,NO
ZSPR,4000003587,NO,"CT,BUSHING,TRANSFORMER,245KV,315MVA",4226,M0003,TRANSFORMER ACCS.,EX-M0003-002,220 BUSHING,YES,NO
ZSPR,4000003586,NO,"CT,BUSHING,TRANSFORMER,245KV,240MVA",3158,M0003,TRANSFORMER ACCS.,EX-M0003-002,220 BUSHING,YES,NO
ZSPR,4000003585,NO,"CT,BUSHING,TRANSFORMER,245KV,200MVA",4234,M0003,TRANSFORMER ACCS.,EX-M0003-002,220 BUSHING,YES,NO
ZSPR,4000003584,NO,"CT,BUSHING,TRANSFORMER,245KV,160MVA",4275,M0003,TRANSFORMER ACCS.,EX-M0003-002,220 BUSHING,YES,NO
ZSPR,4000003583,NO,"CT,BUSHING,TRANSFORMER,245KV,100MVA",4251,M0003,TRANSFORMER ACCS.,EX-M0003-002,220 BUSHING,YES,NO
ZSPR,4000003582,NO,"BUSHING,TRANSFORMER,60KV,100MVA",4246,M0003,TRANSFORMER ACCS.,EX-M0003-002,220 BUSHING,YES,NO
ZSPR,4000003581,NO,"BUSHING,TRANSFORMER,245KV,500MVA",4165,M0003,TRANSFORMER ACCS.,EX-M0003-002,220 BUSHING,YES,NO
ZSPR,4000003580,NO,"BUSHING,TRANSFORMER,245KV,315MVA",4107,M0003,TRANSFORMER ACCS.,EX-M0003-002,220 BUSHING,YES,NO
ZSPR,4000003579,NO,"BUSHING,TRANSFORMER,245KV,240MVA",4238,M0003,TRANSFORMER ACCS.,EX-M0003-002,220 BUSHING,YES,NO
ZTOW,4300000009,KM,"CONDUCTOR,ACSR SPL DEER",4153,M0031,CONDUCTOR,EX-M0031-001,ACSR AAC,YES,NO
ZTEQ,4200003486,NO,"LUMINAIR,STREET LIGHT,LED,110-130W",4203,M0016,LIGHTING MATERIAL,EX-M0016-001,LED LAMP FITG & ACCS,NO,NO
ZSPR,4000003575,NO,"BUSHING,TRANSFORMER,245KV,60MVA",4218,M0003,TRANSFORMER ACCS.,EX-M0003-002,220 BUSHING,YES,NO
ZSPR,4000003574,NO,"CT,BUSHING,TRANSFORMER,145KV,63MVA",3176,M0003,TRANSFORMER ACCS.,EX-M0003-001,132 BUSHING,YES,NO
ZSPR,4000003573,NO,"CT,BUSHING,TRANSFORMER,145KV,40MVA",4121,M0003,TRANSFORMER ACCS.,EX-M0003-001,132 BUSHING,YES,NO
ZSPR,4000003572,NO,"CT,BUSHING,TRANSFORMER,145KV,20MVA",4219,M0003,TRANSFORMER ACCS.,EX-M0003-001,132 BUSHING,YES,NO
ZSPR,4000003571,NO,"CT,BUSHING,TRANSFORMER,145KV,200MVA",4238,M0003,TRANSFORMER ACCS.,EX-M0003-001,132 BUSHING,YES,NO
ZSPR,4000003570,NO,"CT,BUSHING,TRANSFORMER,145KV,160MVA",4265,M0003,TRANSFORMER ACCS.,EX-M0003-001,132 BUSHING,YES,NO
ZTEQ,4200003361,NO,"DISTRIBUTION BOARD,LDB,415V",4226,M0009,ISOLATOR ACCS.,EX-M0019-001,ACDB,YES,NO
ZSPR,4000003568,NO,"CT,BUSHING,TRANSFORMER,145KV,100MVA",3162,M0003,TRANSFORMER ACCS.,EX-M0003-001,132 BUSHING,YES,NO
ZTEQ,4200000475,NO,SPLICE KIT,4170,M0014,COMM. EQUIP. & MAT.,EX-M0014-005,MDL CNTRLR & MIS ITM,YES,NO
ZTEQ,4200003485,KM,"CBL,POWER,UNARM,7CX2.5SQMM,1.1KV,CU",4217,M0025,CONTROL CABLE,EX-M0025-002,UNARMOURED CAB,YES,NO
ZUOM,9400000018,NO,"COMPOUND,HIGH INSULATING",4288,M0046,MISC. MATERIAL,,,YES,NO
ZTEQ,4200003332,KM,"CBL,CTRL,UNARM,PVC INS,CU,2CX2.5SQMM",4175,M0025,CONTROL CABLE,EX-M0025-002,UNARMOURED CAB,YES,NO
ZSPR,4000003560,NO,"POLE,TUBULAR,PURLINE",4215,M0001,SUBSTATION STRUCTURE,EX-M0001-001,AUXILIARY STRUCTURE,YES,NO
ZSPR,4000003559,NO,"BRACKET,F TYPE,MS STEEL,36KV",4281,M0001,SUBSTATION STRUCTURE,EX-M0001-001,AUXILIARY STRUCTURE,YES,NO
ZSPR,4000003558,NO,"BRACKET,E TYPE,MS STEEL,36KV",4136,M0001,SUBSTATION STRUCTURE,EX-M0001-001,AUXILIARY STRUCTURE,YES,NO
ZSPR,4000003493,NO,"MARKER,ROUTE,11KV",4206,M0026,CABLE ACCS & FITTING,EX-M0026-007,PWR CAB ACCS,YES,NO
ZSPR,4000003472,NO,"BUSHING,REACTOR,800KV,63MVAR",3267,M0011,REACTORS & NGR,EX-M0011-003,765 REACTORS & NGR,YES,YES
ZSPR,4000003471,NO,"BUSHING,REACTOR,800KV,240MVAR",4125,M0011,REACTORS & NGR,EX-M0011-003,765 REACTORS & NGR,YES,NO
ZSPR,4000003470,NO,"BUSHING,REACTOR,800KV,110MVAR",4165,M0011,REACTORS & NGR,EX-M0011-003,765 REACTORS & NGR,YES,NO
ZSPR,4000003469,NO,"BUSHING,REACTOR,420KV,80MVAR",4205,M0011,REACTORS & NGR,EX-M0011-002,400 REACTORS & NGR,YES,NO
ZTEQ,4200000143,NO,"POST INSULATOR,36KV",4252,M0023,BUS POST INSULATOR,EX-M0023-003,33 BUS POST INSUL.,YES,NO
ZSPR,4000003466,NO,"BUSHING,REACTOR,420KV,125MVAR",4105,M0011,REACTORS & NGR,EX-M0011-002,400 REACTORS & NGR,YES,NO
ZSPR,4000003463,NO,"BUSHING,REACTOR,145KV,50MVAR",4257,M0011,REACTORS & NGR,EX-M0011-002,400 REACTORS & NGR,YES,YES
ZSPR,4000003462,NO,"BREATHER,SILICA GEL,REACTOR,420KV",4213,M0011,REACTORS & NGR,EX-M0011-002,400 REACTORS & NGR,YES,NO
ZSPR,4000003460,NO,"WATT/VAR METER,3 PHASE,UNBALANCED",4284,M0039,OTHER T&P,EX-M0039-003,MISC. T&P,YES,NO
ZSPR,4000003459,NO,WATT METER,4251,M0039,OTHER T&P,EX-M0039-003,MISC. T&P,YES,NO
ZSPR,4000003457,NO,"SECURITY SYSTEM,CCTV",4222,M0039,OTHER T&P,EX-M0039-003,MISC. T&P,YES,NO
ZSPR,4000003456,NO,"SAG TEMPLATE,HTLS",4233,M0039,OTHER T&P,EX-M0039-003,MISC. T&P,YES,NO
ZSPR,4000003455,NO,"SAG TEMPLATE,ACSR ZEBRA",4136,M0039,OTHER T&P,EX-M0039-003,MISC. T&P,YES,NO
ZSPR,4000003454,NO,"SAG TEMPLATE,ACSR WOLF",4173,M0039,OTHER T&P,EX-M0039-003,MISC. T&P,YES,NO
ZSPR,4000003453,NO,"SAG TEMPLATE,ACSR PANTHER",3104,M0039,OTHER T&P,EX-M0039-003,MISC. T&P,YES,NO
ZSPR,4000003452,NO,"SAG TEMPLATE,ACSR MOOSE",4245,M0039,OTHER T&P,EX-M0039-003,MISC. T&P,YES,NO
ZSPR,4000003451,NO,"SAG TEMPLATE,ACSR DEER",4196,M0039,OTHER T&P,EX-M0039-003,MISC. T&P,YES,NO
ZSPR,4000003450,NO,"INDICATOR,WATER LEVEL",4256,M0039,OTHER T&P,EX-M0039-003,MISC. T&P,YES,NO
ZSCM,9300000495,NO,"C&R PANEL,CAPACITOR BANK,36KV_SCRP",4206,M0012,CONTRL & RELAY PANEL,,,NO,NO
ZSPR,4000003448,NO,"MANDATORY SPARES,UPS",4157,M0039,OTHER T&P,EX-M0039-001,COMP LAP PRNTR & ACC,YES,NO
ZSPR,4000003445,NO,"WASHER,RUBBER",2292,M0036,OTHER CONSUMABLES,EX-M0036-001,OTH. CONSUMABLE,YES,NO
ZSPR,4000003444,NO,V-BELT,5192,M0036,OTHER CONSUMABLES,EX-M0036-001,OTH. CONSUMABLE,YES,NO
ZSPR,4000003443,NO,LIMIT SWITCH,4182,M0036,OTHER CONSUMABLES,EX-M0036-001,OTH. CONSUMABLE,YES,NO
ZTOW,4300000069,NO,"HW,ACSR ZEBRA,DBL SUSP FTG",4189,M0045,LINE HW & ACCS.,EX-M0045-002,INSUL. FITG.,YES,NO
ZSPR,4000003441,NO,"BOX,MCB",4218,M0036,OTHER CONSUMABLES,EX-M0036-001,OTH. CONSUMABLE,YES,NO
ZSPR,4000003440,NO,"BOLT,HAMMER,UNIVERSAL MACHINE",4225,M0036,OTHER CONSUMABLES,EX-M0036-001,OTH. CONSUMABLE,YES,NO
ZSPR,4000003439,NO,"BOLT,ADJUSTING,SHEARING MACHINE",4145,M0036,OTHER CONSUMABLES,EX-M0036-001,OTH. CONSUMABLE,YES,NO
ZSPR,4000003438,NO,"BLADE,GUILLOTINE,SHEARING MACHINE",4133,M0036,OTHER CONSUMABLES,EX-M0036-001,OTH. CONSUMABLE,YES,NO
ZSPR,4000003437,NO,"BEARING,PULLEY",4161,M0036,OTHER CONSUMABLES,EX-M0036-001,OTH. CONSUMABLE,YES,NO
ZSPR,4000003436,NO,"BEARING,BALL",4201,M0036,OTHER CONSUMABLES,EX-M0036-001,OTH. CONSUMABLE,YES,NO
ZSPR,4000000891,NO,"VALVE,GATE,100NB",4123,M0017,FIRE FIGHTING EQUIP,EX-M0017-001,EMULSIFIER & ACCS,YES,NO
ZSPR,4000003434,NO,AC90,4229,M0036,OTHER CONSUMABLES,EX-M0036-001,OTH. CONSUMABLE,YES,NO
ZSPR,4000001407,NO,"CYLINDER,SF6 GAS,15KGS",4218,M0046,MISC. MATERIAL,EX-M0046-001,MISC. MATERIALS,YES,NO
ZSPR,4000003432,NO,"U-BOLT,OPGW",4249,M0027,"OPGW,APPRCH CAB &ACC",EX-M0027-004,OPGW ACCS,YES,NO
ZTEQ,4200000640,M,"CBL,TELEPHONE,TIN,10 PAIR,PVC,24/8 EXC",4227,M0025,CONTROL CABLE,EX-M0025-002,UNARMOURED CAB,YES,NO
ZTEQ,4200000434,NO,"POWER METER,OPTICAL",4261,M0014,COMM. EQUIP. & MAT.,EX-M0014-005,MDL CNTRLR & MIS ITM,YES,NO
ZTEQ,4200001078,NO,"ISOLATOR,36KV,1250A,W E/S",4263,M0008,ISOLATOR,EX-M0008-005,33 STANDARD ISO,YES,NO
ZSPR,4000003427,NO,"HARDWARE SET,OPGW,48 FIBRE",4274,M0027,"OPGW,APPRCH CAB &ACC",EX-M0027-004,OPGW ACCS,YES,NO
ZSPR,4000003535,NO,"SPACER,TWIN MOOSE",4118,M0033,"S/S CLMP,CONNCTR,H/W",EX-M0033-002,HARDWARE FITG & OTHS,YES,NO
ZSPR,4000003425,NO,"FODP,OPGW,48 FIBRE",4169,M0027,"OPGW,APPRCH CAB &ACC",EX-M0027-004,OPGW ACCS,YES,NO
ZSPR,4000003424,NO,"FODP,OPGW,24 FIBRE",3162,M0027,"OPGW,APPRCH CAB &ACC",EX-M0027-004,OPGW ACCS,YES,NO
ZSPR,4000003423,NO,"DRUM,OPGW,EMPTY",4271,M0027,"OPGW,APPRCH CAB &ACC",EX-M0027-004,OPGW ACCS,YES,NO
ZSPR,4000003422,NO,"DRUM,OPGW",4229,M0027,"OPGW,APPRCH CAB &ACC",EX-M0027-004,OPGW ACCS,YES,NO
ZSPR,4000003421,NO,"DOWNLEAD CLAMP,OPGW",4228,M0027,"OPGW,APPRCH CAB &ACC",EX-M0027-004,OPGW ACCS,YES,NO
ZSPR,4000003420,NO,"DOUBLE TENSION FITT,OPGW",4117,M0027,"OPGW,APPRCH CAB &ACC",EX-M0027-004,OPGW ACCS,YES,NO
ZSPR,4000003419,NO,"DOUBLE SUSPENSION FITT,OPGW",4134,M0027,"OPGW,APPRCH CAB &ACC",EX-M0027-004,OPGW ACCS,YES,NO
ZSPR,4000003418,NO,"DEADEND TENSION ASSY,OPGW",4261,M0027,"OPGW,APPRCH CAB &ACC",EX-M0027-004,OPGW ACCS,YES,NO
ZSPR,4000003417,NO,"COPPER BOND,OPGW",4118,M0027,"OPGW,APPRCH CAB &ACC",EX-M0027-004,OPGW ACCS,YES,NO
ZSPR,4000004000,NO,CB SPARES:U CONTACT,4239,M0046,MISC. MATERIAL,EX-M0046-002,MISC. SPARE PARTS,YES,NO
ZSPR,4000003409,NO,"FIBRE,FODP 48 FIBRE",4141,M0027,"OPGW,APPRCH CAB &ACC",EX-M0027-001,FODP & DTDC,YES,NO
ZSPR,4000001834,NO,"STRUCTURE,OFFSIZE,GI TOWER",4139,M0044,TOWER ACCESSORIES,EX-M0044-001,TOWER ACC,YES,NO
ZSPR,4000001159,NO,"DRY T/F,LIGHTING,100KVA,415V",4191,M0016,LIGHTING MATERIAL,EX-M0016-001,LED LAMP FITG & ACCS,YES,NO
ZSCM,9300000416,NO,"DISTRIBUTION BOARD,48V,DC_SCRP",4226,M0019,ACDB/DCDB/JBS/BMKS,,,NO,NO
ZSPR,4000001157,NO,"BACK LIGHT,MINI",4122,M0016,LIGHTING MATERIAL,EX-M0016-001,LED LAMP FITG & ACCS,YES,NO
ZSPR,4000001087,NO,"SPRING,ISOLATOR,765KV",3221,M0009,ISOLATOR ACCS.,EX-M0009-006,765 ISO ARM & CNTCTS,YES,NO
ZSPR,4000001086,NO,"ROTATING HEAD,ISOLATOR,765KV",4260,M0009,ISOLATOR ACCS.,EX-M0009-006,765 ISO ARM & CNTCTS,YES,NO
ZSPR,4000001085,NO,"ROD,ISOLATOR,765KV",3162,M0009,ISOLATOR ACCS.,EX-M0009-006,765 ISO ARM & CNTCTS,YES,NO
ZSPR,4000001084,NO,"POLE ASSY,ISOLATOR,765KV,3150A",4186,M0009,ISOLATOR ACCS.,EX-M0009-006,765 ISO ARM & CNTCTS,YES,NO
ZSPR,4000001083,NO,"POLE ASSY,ISOLATOR,765KV,2000A",4224,M0009,ISOLATOR ACCS.,EX-M0009-006,765 ISO ARM & CNTCTS,YES,NO
ZSPR,4000001082,NO,"PLATE,TERMINAL,ISOLATOR,765KV",4205,M0009,ISOLATOR ACCS.,EX-M0009-006,765 ISO ARM & CNTCTS,YES,NO
ZSPR,4000001081,NO,"MECHANISM,ISOLATOR,765KV",4159,M0009,ISOLATOR ACCS.,EX-M0009-006,765 ISO ARM & CNTCTS,YES,NO
ZSPR,4000001080,NO,"LOCKING DEVICE,ISOLATOR,765KV",4109,M0009,ISOLATOR ACCS.,EX-M0009-006,765 ISO ARM & CNTCTS,YES,NO
ZSPR,4000001079,NO,"JAW,ISOLATOR,765KV,3150A",4260,M0009,ISOLATOR ACCS.,EX-M0009-006,765 ISO ARM & CNTCTS,YES,NO
ZSPR,4000001078,NO,"JAW,ISOLATOR,765KV,2000A",4226,M0009,ISOLATOR ACCS.,EX-M0009-006,765 ISO ARM & CNTCTS,YES,NO
ZSPR,4000001077,NO,"FINGER,ISOLATOR,765KV",4106,M0009,ISOLATOR ACCS.,EX-M0009-006,765 ISO ARM & CNTCTS,YES,NO
ZSPR,4000001076,NO,"EARTHING SWITCH,ISOLATOR,765KV",4126,M0009,ISOLATOR ACCS.,EX-M0009-006,765 ISO ARM & CNTCTS,YES,NO
ZSPR,4000001075,NO,"EARTHING BLADE,ISOLATOR,765KV",4154,M0009,ISOLATOR ACCS.,EX-M0009-006,765 ISO ARM & CNTCTS,YES,NO
ZSPR,4000001070,NO,"BASE,ISOLATOR,765KV",4140,M0009,ISOLATOR ACCS.,EX-M0009-006,765 ISO ARM & CNTCTS,YES,NO
ZSPR,4000001069,NO,"BASE PLATE,ISOLATOR,765KV",4284,M0009,ISOLATOR ACCS.,EX-M0009-006,765 ISO ARM & CNTCTS,YES,NO
ZSPR,4000001022,NO,"SPRING,ISOLATOR,36KV",4240,M0009,ISOLATOR ACCS.,EX-M0009-004,33 ISO ARM & CNTCTS,YES,NO
ZSPR,4000001021,NO,"PLATE,TERMINAL,ISOLATOR,36KV",3254,M0009,ISOLATOR ACCS.,EX-M0009-004,33 ISO ARM & CNTCTS,YES,NO
ZSPR,4000001019,NO,"JAW,ISOLATOR,66KV",4235,M0009,ISOLATOR ACCS.,EX-M0009-004,33 ISO ARM & CNTCTS,YES,NO
ZSPR,4000001015,NO,"FINGER,ISOLATOR,36KV",3131,M0009,ISOLATOR ACCS.,EX-M0009-004,33 ISO ARM & CNTCTS,YES,NO
ZTOW,4300000070,NO,"HW,ACSR ZEBRA,DBL TNSN FTG",4237,M0045,LINE HW & ACCS.,EX-M0045-002,INSUL. FITG.,YES,NO
ZSPR,4000001011,NO,"BLADE,ISOLATOR,66KV",4219,M0009,ISOLATOR ACCS.,EX-M0009-004,33 ISO ARM & CNTCTS,YES,NO
ZAST,4500000984,NO,CT PRIMARY INJECTION TEST KIT,4140,M0042,TESTING  EQUIP.,EX-M0042-001,TESTING EQUIP,NO,NO
ZSPR,4000001007,NO,"BASE,ISOLATOR,36KV",4240,M0009,ISOLATOR ACCS.,EX-M0009-004,33 ISO ARM & CNTCTS,YES,NO
ZSPR,4000001006,NO,"BASE PLATE,ISOLATOR,36KV",4224,M0009,ISOLATOR ACCS.,EX-M0009-004,33 ISO ARM & CNTCTS,YES,NO
ZSPR,4000001005,NO,"BASE CHANNEL,ISOLATOR,36KV",4194,M0009,ISOLATOR ACCS.,EX-M0009-004,33 ISO ARM & CNTCTS,YES,NO
ZSPR,4000001004,NO,"ARCING HORN,ISOLATOR,36KV",4142,M0009,ISOLATOR ACCS.,EX-M0009-004,33 ISO ARM & CNTCTS,YES,NO
ZSPR,4000001003,NO,"L-PLATE,ISOLATOR,36KV",4257,M0009,ISOLATOR ACCS.,EX-M0009-004,33 ISO ARM & CNTCTS,YES,NO
ZSPR,4000001002,NO,"FINGER,MOVING CONTACT,ISOLATOR,36KV",2103,M0009,ISOLATOR ACCS.,EX-M0009-004,33 ISO ARM & CNTCTS,YES,NO
ZSPR,4000001001,NO,"FINGER,FIXED CONTACT,ISOLATOR,36KV",4194,M0009,ISOLATOR ACCS.,EX-M0009-004,33 ISO ARM & CNTCTS,YES,NO
ZSPR,4000001000,NO,"FINGER GUIDE,ISOLATOR,36KV",4197,M0009,ISOLATOR ACCS.,EX-M0009-004,33 ISO ARM & CNTCTS,YES,NO
ZSPR,4000000999,NO,"BASE,ISOLATOR,66KV",4111,M0009,ISOLATOR ACCS.,EX-M0009-004,33 ISO ARM & CNTCTS,YES,NO
ZSPR,4000000998,NO,"MIDDLE,HALF LEVER,ISOLATOR,245KV",4152,M0009,ISOLATOR ACCS.,EX-M0009-003,245 ISO ARM & CNTCTS,YES,NO
ZSPR,4000000952,NO,"SPRING,ISOLATOR,145KV",4109,M0009,ISOLATOR ACCS.,EX-M0009-001,132 ISO ARM & CNTCTS,YES,NO
ZSPR,4000001857,NO,SYNCHRONOZED PANEL,3280,M0046,MISC. MATERIAL,EX-M0046-001,MISC. MATERIALS,YES,NO
ZSPR,4000000950,NO,"ROD,ISOLATOR,145KV",4215,M0009,ISOLATOR ACCS.,EX-M0009-001,132 ISO ARM & CNTCTS,YES,NO
ZSPR,4000000947,NO,"MECHANISM,ISOLATOR,145KV",4231,M0009,ISOLATOR ACCS.,EX-M0009-001,132 ISO ARM & CNTCTS,YES,NO
ZSPR,4000000946,NO,"LOCKING DEVICE,ISOLATOR,145KV",4127,M0009,ISOLATOR ACCS.,EX-M0009-001,132 ISO ARM & CNTCTS,YES,NO
ZSPR,4000000944,NO,"JAW,ISOLATOR,145KV,1600A,FEMALE",2103,M0009,ISOLATOR ACCS.,EX-M0009-001,132 ISO ARM & CNTCTS,YES,NO
ZSPR,4000000943,NO,"JAW,ISOLATOR,145KV,1250A,MALE",4178,M0009,ISOLATOR ACCS.,EX-M0009-001,132 ISO ARM & CNTCTS,YES,NO
ZSPR,4000000941,NO,"FINGER,ISOLATOR,145KV,1600A",4209,M0009,ISOLATOR ACCS.,EX-M0009-001,132 ISO ARM & CNTCTS,YES,NO
ZSPR,4000000940,NO,"FINGER,ISOLATOR,145KV,1250A",3221,M0009,ISOLATOR ACCS.,EX-M0009-001,132 ISO ARM & CNTCTS,YES,NO
ZSPR,4000001350,NO,"CONTAINER,AL ALLOY'",3280,M0046,MISC. MATERIAL,EX-M0046-001,MISC. MATERIALS,YES,NO
ZSPR,4000000938,NO,"EARTHING SWITCH,ISOLATOR,145KV",4114,M0009,ISOLATOR ACCS.,EX-M0009-001,132 ISO ARM & CNTCTS,YES,NO
ZSPR,4000003720,NO,"SUPPORT,TAP CHANGER",3131,M0003,TRANSFORMER ACCS.,EX-M0003-006,BCHLZ PRV&BRTHR&OTH.,YES,NO
ZSPR,4000000935,NO,"CONTACT,FEMALE,ISO,145KV",3188,M0009,ISOLATOR ACCS.,EX-M0009-001,132 ISO ARM & CNTCTS,YES,NO
ZSPR,4000000934,NO,"BASE,ISOLATOR,145KV",4140,M0009,ISOLATOR ACCS.,EX-M0009-001,132 ISO ARM & CNTCTS,YES,NO
ZSPR,4000000933,NO,"BASE PLATE,ISOLATOR,145KV",4240,M0009,ISOLATOR ACCS.,EX-M0009-001,132 ISO ARM & CNTCTS,YES,NO
ZTEQ,4200000756,NO,"CT,145KV,3C,1P,500/1-1-1 A",4266,M0004,CURRENT XMER,EX-M0004-001,132 OIP TYPE CT,YES,YES
ZSPR,4000000931,NO,"ARM,ISOLATOR,145KV,1600A,MALE",4155,M0009,ISOLATOR ACCS.,EX-M0009-001,132 ISO ARM & CNTCTS,YES,NO
ZSPR,4000000930,NO,"ARM,ISOLATOR,145KV,1600A,FEMALE",4108,M0009,ISOLATOR ACCS.,EX-M0009-001,132 ISO ARM & CNTCTS,YES,NO
ZSCM,9300000915,NO,"FITTING,SINGLE TENSION,PANTHER_SCRP",4117,M0033,"S/S CLMP,CONNCTR,H/W",,,NO,NO
ZTEQ,4200000358,NO,"FIBER FUSION SPLICER,OPTICAL",4130,M0014,COMM. EQUIP. & MAT.,EX-M0014-005,MDL CNTRLR & MIS ITM,YES,NO
ZSPR,4000000927,NO,"ARCING HORN,ISOLATOR,145KV",4251,M0009,ISOLATOR ACCS.,EX-M0009-001,132 ISO ARM & CNTCTS,YES,NO
ZSPR,4000000926,NO,"L-PLATE,TERMINAL,ISOLATOR,145KV",3280,M0009,ISOLATOR ACCS.,EX-M0009-001,132 ISO ARM & CNTCTS,YES,NO
ZSPR,4000000925,NO,"FINGER,MOVING CONTACT,ISOLATOR,145KV",4230,M0009,ISOLATOR ACCS.,EX-M0009-001,132 ISO ARM & CNTCTS,YES,NO
ZSPR,4000000924,NO,"FINGER,FIXED CONTACT,ISOLATOR,145KV",4276,M0009,ISOLATOR ACCS.,EX-M0009-001,132 ISO ARM & CNTCTS,YES,NO
ZSPR,4000000923,NO,"FINGER GUIDE,ISOLATOR,145KV",4165,M0009,ISOLATOR ACCS.,EX-M0009-001,132 ISO ARM & CNTCTS,YES,NO
ZSPR,4000000922,NO,"SOCKET SLEEVE,INSULATOR,PORCELAIN,20MM",4235,M0022,INSULATOR,EX-M0022-001,DISC INSUL.,YES,NO
ZSPR,4000000921,NO,"SOCKET SLEEVE,INSULATOR,PORCELAIN,16MM",4191,M0022,INSULATOR,EX-M0022-001,DISC INSUL.,YES,NO
ZSPR,4000000920,NO,"PIN,INSULATOR,PORCELAIN",3158,M0022,INSULATOR,EX-M0022-001,DISC INSUL.,YES,NO
ZSPR,4000000919,NO,"LINK,INSULATOR,PORCELAIN,20MM",4186,M0022,INSULATOR,EX-M0022-001,DISC INSUL.,YES,NO
ZSPR,4000000918,NO,"LINK,INSULATOR,PORCELAIN,16MM",4208,M0022,INSULATOR,EX-M0022-001,DISC INSUL.,YES,NO
ZSPR,4000000916,NO,"WASHER CAP,FIRE EXT",4128,M0017,FIRE FIGHTING EQUIP,EX-M0017-003,PTBL EXTNGSHR & MISC,YES,NO
